text,gender
On Leaders and Demagogues: Robert ReichAmong the current crop of candidates for president of the Uni... https://t.co/vTtUskaoqm #Bluehand,male
Especially when all you do is the best you can and you still get shit on,female
#Pennsylvania Believing in yourself is the first secret to success! https://t.co/9sIPL3VcxE,male
I have nothing but the utmost love and respect for Asa,male
Late nights and special sales just aren't meant for everyone! @austin_young69 https://t.co/FAhNNHxT0H,male
"Found a Transponder Snail!
Get an inside look at the ever-cheerful Buggy Pirates!
#TreCru https://t.co/8IaTxbYUms",male
Thanks Mom for the idea and letting me copy your picture..treating myselfÛ_ https://t.co/pLKEYH1Ngs,female
@IlliniFootball free tickets for the students every game,male
"#Asia and the #Pacific world's most #disasterprone region - 10 yrs, inforgraphics | #OCHA https://t.co/9xV0MC1Rk2",male
"I'll be thinking about you every night 
disappointed cause the shit you did the last day",male
Ugh concentration level is at 0% work needs to hurry up and be over._Ù÷©,female
Go watch the new video @1245Josh,female
McMenamins Passport Adventures!: I'm not sure how to easily describe McMenamins. They've got breweries and res... https://t.co/nkRibd18ap,female
Ppl and their lying _Ù_¨,male
@onedirection artist of the year #AMAs,male
until she attempted suicide. And now they're saying she faked her attempt? Basically what the fuck @WriterCMLloyd,female
Dude really tried blasting my uncle and his kids... The fuck,female
driving around madison and i think i would literally give anything to own an old historic home along the antebellum trail.,female
"Swansea City pub talk: Gylfi SigurdssonÛªs back, tunnel bust-up and why Swans must drive forward after comical week https://t.co/PWyQMGP1se",male
"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make cre... https://t.co/ONWXiahydB",male
@epf1969 sure I agree with that Ed and I love talking cfb...so conversation is fine with me..enjoy the games talk soon...,male
and she's perfect,female
"He jests at scars who never felt a wound. -- Shakespeare, ""Romeo and Juliet, II. 2""",female
"About to hang up from Thomas , and take a nap before everyone come in here , and ruin the silence .",female
@eats_everything the Metalheadz one is a winner but I'm gonna assume you've seen that. Vice stuff on Atlanta and Chicago are both great,male
"Interviewing Rick Zeiler, the owner of Cold Cock Whiskey this afternoon on https://t.co/6ygEkXblvB {Yep all these bloggers &amp; Podcast...",male
Jus cuz uon see the pistol dnt mean ion got it _Ù÷â_Ù÷_,male
"Tony Blair Finally Apologizes for All the ""Mistakes"" Made During the Iraq War by @thetomzone https://t.co/JPrIdx2pgK via @MicNews",female
The one day u make it on time and none of ur friends r here thanks 4 letting me and ur education down girls https://t.co/ojCQJDHBGd,female
"""The #CEO needs to embrace and sell social to the team or else is goes nowhere.""
-@bernieborges #H2HChat #ibminsight https://t.co/9IJ9KJ9gz2",male
@JungleStrikeGuy fighting for what? getting the gov to register and control the mental masturbation fun drug used to cope with boredom?,male
@faria1109 says the one who notices the saggy cleavage.,male
"Kendrick is not a headliner in certain areas and with more popular artists on the bill, folks gotta realize that, stop making him look crazy",male
Taking losses apart of the game. If you can't take that then hang up ya jersey now!,male
15 years I've been alive on this earth and guess what: you're not the first to tell me my face is red,female
I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/Rctgg8mgUm and Vote ! Do votes from Germany count?_Ùà©_Ùà»_Ùà©_Ùà»_Ùà©_Ùà»_Ùà©_Ùà»_Ùà©_Ùà»_Ùà©_Ùà»_Ùà©_Ùà»_Ùà©_Ùà»?,female
@crybbykat tru i had the strawberry one its so good,male
These random accounts follow me and have me think I have a powerful and moving voice but that's not really the case ... Lmao,male
Come to win an Amazon $50 Gift Card.Thanks to @INNORISHOP and #Yorkim https://t.co/6WKQ4dRCtc,female
Me and my addiction to scorpios ªüªüªü_Ù÷©_Ù÷©_ü_ü_ü_ü_ü_Ù÷_Ù÷_Ù÷,female
@RogueSquadPod Google is skynet and Facebook is google's version of the T3000! In other words... We're all fucked.,male
@Jessica_Clark14 I'm glad might push the boat out and get you two packs of socks just because your my bestest ever pal,female
he's so adorable and funny. he's my favorite goofy and my favorite person upon this world. he makes me feel so happy https://t.co/tRzCsexpbh,male
"@EmilyCanham omg Emily! I just got the Mac lipstick of shy girl, velvet teddy and the limited addition one and they are so beautiful!_Ù÷É_Ù÷É",female
@lynnie5155 that I agree but the numbers you gave had no bases cause they was connected to nothing that the details I was looking for!,male
@CP24 joyous to see the little boy smile...god bless him!,female
Currently having duals put on the dodge,male
My prayer goes to those affected by the earthquake. Massive loses and grief. May God help then all. _Ù÷_,female
@EVINELive yep just had to wait until the next day,female
Forever and always will support @NiykeeHeaton and the crew @JayyLawton @LaurenPisciotta . Love you guys _ÙÕ¥_ÙÕ¥ https://t.co/9LKZY4VzO4,male
Happy birthday Dad! I wish I could be there to help celebrate. I love you and thank you for everything you do _ÙÕª÷¼ü https://t.co/3cezDqdTrp,female
"Every single bachelor has a spot they take most of their dates. It's like a comfort spot, you already know the menu and the cost",male
@SMEAllianceLtd Isn't that the pension scheme that has both employers &amp; employees paying into the Treasury?Why do I remember superannuation?,female
I deserve to be happy.. Time to bitch up and stop caring for sorry ass ppl..,female
"Amusing as it was to live in the land of all Dragons, we're going to significantly rework our pokemon randomizer before coming back to it.",male
"pizza rolls and Netflix, we don't go on dates.",male
Amazing: See Igbo Village In The United States OfåÊAmerica https://t.co/xwwbKaPWw6 https://t.co/kBzoM1yPnm,male
Make sure you try microwaving leftover peeps when you get sick and tired of them after #Halloween #fnichat _Ù÷ https://t.co/REKMFec25t,female
Losing My Postpartum Belly With the Bellefit Corset Girdle - Kellys Thoughts On Things https://t.co/ciPWFXSVI7,female
"*Unlook""@Nekymufc: Dick and pussy https://t.co/my7T4Ceye4""",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make creative use of what you h...",female
@USCellularCares I just my entire Verizon Plan and the price at @verizon  is $430.00 and @USCellular is $315.00. With brand new phones too.,male
"New podcast from @MarkALieberman and I talking about Bridge of Spies - https://t.co/2UTiHrRFIO

Previously, Sicario: https://t.co/kIng7mw6hB",male
"""Spectre"" world premiere: Daniel Craig and his co-stars certainly looked like special agents in their sophisti... https://t.co/k33XFmA6ex",male
@EFFanning @seanagael Will be very interesting seeing the airbrushing of their own history next year! Sweep whats been said under the rug,male
ÛÏ@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3Û ÷¼ü÷¼ü÷¼ü,female
sigh seems like i need to try and bring it over to IT shop to have it recovered TT its not 50pics but 200 over half an hour i cant let em go,female
"@cinderelahoran 12h22min in a car, 14h40min in a train and 6h10min in a plane https://t.co/IqV8NIvvZx",male
#MusicMonday - Sumthin' Sumthin' (Mellosmooth). Have you heard the snippet of III he previewed a short while ago from his upcoming SUMMERS'?,male
The Art of the Start 2.0 - Pitch at SAP 10/27  RSVP https://t.co/lcsvXDCnFe https://t.co/eyAezxPwJZ,male
My mums coming all the way from kdy to my uni just to bring me a McDonald's and medicine cause I'm ill_ÙÕÐ,female
@neilbrazil @MariaDevereux Ha Ha! The good lady's artwork. : ),male
A quiet academic quad with #TeamUMS student leadership leading an activity on the background. Beautiful day. https://t.co/CD8pFW8ZWX,male
"We Brought Together the Major Players in the Ad Blocker War, and Here's What They Told Each Other https://t.co/bBl8PgwH1z",female
@VainGaunt He laughed and kissed her temple.,male
"#nofgm, all the women out there , please don't suffer in silence there are services that are designed to help. all u have to do is seek",female
"ÛÓ @ onedirection Artist Of The YearåÊ#AMAs
åÊ
ÛÓ @ onedirection Favorite Duo Or Group - Pop/RockåÊ#AMAs",female
"Idgaf how rich i get , you always gonna find some chicken Ramen noodles in the cabinet lls",female
I'm the kind of person that gets all sad and depressed when the rain and fog leaves and the sun comes out _Ù÷¢,male
"Who would have thought that mslsd and al pimpton would stoop to such LOW standards, I am TOTALLY shocked !!!  https://t.co/8PpaGzPHv2",male
@nigel_danieI she's probably high and is trying to keep it low key,male
Revisiting my work on Designing a #MVP. You can get the free ebook &amp; canvas here: https://t.co/vUdYL2oXJV,male
"Transforms and Fast Algorithms for Signal Analysis and Representations, Yonghong https://t.co/HE78HF8Qta https://t.co/hY3R2lcjPj",female
10 minutes later and i finally got it on https://t.co/dirPNlf5mR,female
@MarkHicks1204 I went to the wrong Nandos but I found you eventually #10chilliesequalsfreenandos,female
Mysterious space junk is hurtling towards Earth (and scientists are super excited) https://t.co/oJ7D1vNwDs,male
I've been dealt such a shitty hand in life and sometimes it's extremely hard to keep on living my life when I feel dead inside.,female
"..and of course, h/t @GlobeSpotlight @jennabelson @GlobeLizK Jonathan Saltzman and Scott Allen.  https://t.co/DBXudZzml6",male
"_Ù÷±_ÙÕ÷
@onedirection Artist Of The Year #AMAs https://t.co/hkkunuKNef",male
"One of the only things I'm good at is annoying folk and pissing them off, they hate it but I love it such a wide wee bitch so I am_Ù÷_",female
"""Research reports that children who are consistently more active are likely to be healthier adults.""

The October... https://t.co/xvmd6c0Vxo",male
Experts split on likely Long-Range Strike Bomber winner: The US Air Force is poised to deliver the decision of... https://t.co/79TNzSDbcZ,male
"Found a Transponder Snail!
Candid shots of the Straw Hats on their new ship, Merry!
#TreCru https://t.co/li3RjA7FHm",male
im so emotional Peter Pan is my entire childhood and i was at Disneyland Paris two days ago im such a kid,male
Stop the madnesssss!!!!!! https://t.co/xQgfu7i9Xl,male
@Bea4Palestine @MahmoudAlkurd Love how the guy up there is pulling the strings! :-)),male
"@Trolt13 that is a fact! I have only ever encountered ONE person that didn't wholeheartedly love them, and his objection was pretty mild.",male
15 #Vital #Life #Skills Every Kid Should Know. Giant #leap of #faith assuming #parent(s) actually have a clue. https://t.co/gnYjDYNyTp,male
@MannyMua733_ü do you have any discount code for serenity ?? It's my birthday on the 16th and I'm turning 16 and been saving up ..?,female
can they change the thumbnail to something that isn't harley https://t.co/RODwWvs4lL,male
Honestly I would rather have this emotional roadshow tour be small venues. Makes it more personal and emotional,female
"@GtotheTOP8 Then Mino joins SMTM. The guy doesn't win, but he gets so popular bcs people recognized he's really talented AND humble.",male
@Sa_Mi_NaMe_ so? Mail him some rice krispy treats and send nudes. Don't be stingy,male
"We only have terrible fights every now and then 

Also she's the popular one and I'm the ugly one so there's that",female
American apparel have this velvet wrap top in rn and I need it,female
Does anyone want to go to Gary Clark Jr. on Halloween at the house of blues ?,male
all I want is alex and ani bangles,female
@GoogleMyClips your feed is asking for fan signs and nothing else. It's pedestrian and frankly insulting to ask girls nonstop. Not cool bruh,female
17 and taking life decisions? _ÙªÄ_Ù_¥,female
Catching up with #tfifriday and it just makes me want to see #macklemore live so badly!,female
Just having a vigina and two titts should not make me less deserving of your time or someone to be disrespected _ÙÕø,female
It's official. Brad and I are getting an alpaca farm when we retire. (at @IslandAlpaca) https://t.co/9EZcLFKrgY https://t.co/i5mXBHZKx1,female
"PNAS ""Science for a wilder #Anthropocene: Synthesis and future directions for trophic #rewilding research"" @EcoinfAU https://t.co/2tdxISWPfG",male
"@Harry_Styles I love you very much and you mean so much to me_ÙÕÒ, I can't wait to hear Made In The A.M., I am so so excited_ÙÕ¥_Ùâ_ÙÎÙ! 
x2,084",female
Got 100 on my first pop quiz. Currently looking for publishers on my novel about the struggles and success of coming back to school,male
@MayalineYoussef god be with him ....be suree he is always the besttt ;),male
@FineLookinKline you could start out in go karts and work you're way up! #BabySteps,male
"@SECbooger I think Kyle Allen is hurt, both his at his shoulder and between the ears. I feel so bad for the young man.",male
I'm never going for a haircut on coronation Street. .. Ken got charged å£5 and she didn't even cut his hair. #WhatHappensWhenIDontHaveSky,male
I only just woke up and I am still tired. _Ù÷«,male
"iOS 9.1 Direct Download Links for iPhone, iPad and iPod Touch - https://t.co/FsoSe1gN8N",female
"@CescyJose I don't remember the name. Ummmmm, the guy was cheating on this girl and she found out in the music video.",female
"I could just leave it wrong
And you can't make it right
I'm gon' take off tonight",female
This girl needs to stfu and worry about herself.,female
Just because I don't want to be guilty of being all obscure and maddeningly mysterious: I've started seeing a counsellor and Û_,female
USPS is trash. Update your god damn tracking already and deliver on time.,male
"""If you,
 Hold me now
And leave me never,
Say you'll stay with me forever, 
Then I,
I surrender.""

#cashcash",female
CHAPMAN'S HOMER THE ILIAD THE ODYSSEY -  (PAPERBACK) NEW https://t.co/a1GqL2rsSG https://t.co/gPx0V9kkux,female
@TyshenaD not a lot of options for them. I have the tall in Navy they real pretty especially folded down but they don't go with a lot.,female
broher and sister teen sex scandal https://t.co/VmExhdR2jj https://t.co/fSNeadgnTl,female
@InSAMMityy_ my friend used to work in that department and hated it _Ù÷â everyone bitches about their phone basically lol,female
I'm more upset about the fact that my couples Halloween costume can't happen now lol an it was my best idea yet,male
"unless its a road trip, &amp; even then sign me up for the 1st shift of the trip going and coming",male
when the website fakes u out and says hamilton tickets are available but they AREN'T,female
@Detective82 No ! He's a proper centre half. Reminds me of Keown. He v pacey and takes no shit whatsoever. Love the guy.,male
"BEAR BRAND should also do a Jose , Wally and Paolo tvc _Ù÷_",female
Confused and lowkey hurt af,female
Good gravy. My Negative Nancy meter is going to break. There's not enough coffee in the world to keep me awake through this tripe.,male
So clearly we both have things that are unfair to each other. This is going to be fun and evil at the same time.  https://t.co/7caKHf8ZPy,female
"Mike Golic: ""Winning is the best deodorant."" 
Ha! I like that. @CecilLammey",male
"At least Ted isn't working to restrict anyones rights, unlike yourself and bloomberg. @edscle @Duck_Hunter7",male
@johnnysimmons you love champagne and look at that cheesy grin xxxx https://t.co/iTUYoqzHgY,male
"""The way you look at me, boy you can't pretend. I know you ain't in love with her, break up with her""_Ù÷",female
"I feel like the sooner people realize they don't care about you, the better",female
And timepieces.,male
@BleuLulu and I have jointly written a thesis on the art of cuddling. May I offer the link to our website? _Ù÷_ https://t.co/lske3aqN4r,female
#CloudComputing Microsoft Expects Growth from Mobile Apps and Cloud Computing - Top Tech News https://t.co/IA7IGYQKPJ,male
"@hestiahdruid @belghast I'm a baddie though too :P.  Remember I scream at people, yell at them, and give them so much -DKP!  :)",male
"Can I not go to work, eat pizza and watch the ultimate fighter all day?",male
one person followed me and one person unfollowed me // automatically checked by https://t.co/Gwin4JCdVR,male
"Even when hes happy he does ""the face""  https://t.co/yIzYFPk4yl",male
Going to be an exciting day in the neighborhood. https://t.co/a5VsvmXYit,male
@foxxyasian when are you gonna come visit us and see the new trap house .??,female
@Twist3d89 Cant the alpha be released in November?I mean you've pretty much completed it. And I am here to help for any coding n other stuff,male
"we are so lucky the UK stable &amp; not turbulent, but if it wasn't then surely we would want to escape from it too?",female
When u turn on the tv and girl meets world is on _Ù_Ô_Ù_Ô_Ù__Ù__Ù__Ù÷_Ù_ä_Ù_÷_Ù__Ù_÷_Ù__Ù_ä_ÙÔÉ_ÙÕ´_ÙÓ´_ÙÓ´_ÙÕÑ_Ù_Ô_Ù_Ô,female
Is this the old ps4 i heard it was i pre ordered it any ways https://t.co/XEHbzmPU9E,male
@ydnkm You must attempt communication via GTS vocabulary and slap signals.,male
@Natasha_Hagan @ericaneveau Erica and I are with you all in spirit _Ù÷__ÙÕ¥,female
Photo: Elite Squad: The Enemy Within - JosÌ© Padilha | Action &amp; Adventure |490521733: Elite Squad 2 is a... https://t.co/hajijeG0OJ,female
"""Boehner inks a 2-year budget deal, lights up a cigarette, and walks, with a smile, back to the golf course...""

https://t.co/MF0L3UVP7H",male
I just wanna know who designed the girls outfits and why did they go along with it,male
Chocolate Batman and the Happy Halloween,female
Kind of annoying when you ask someone almost everyday for money and a month later you still don't get any. Why am I so nice _Ù÷Á_Ù÷Á_Ù÷Á,female
"@JPV55 @seanhannity that's the difference between you and I... I watch everything, you drink 1 party which means you are blind in 1 eye.",male
don't forget how much you're important and special! I love u @IamJessicaSutta,female
Used @Uber_Canada the 1st time today. Crazy simple. Sign up using my promo code and get CA$20 off your first ride! https://t.co/twhJDa2tKA,male
send me away with the words of a love song.,male
"Okay, #YR is giving me a headache. One minute they hate Adam &amp; the next minute they are treating Adam like he is a saint. Make up you mind!",female
My mom made me order food and she picked it up the lady on the phone asked me if I had a cold I said yeah then the lady told my mom she,female
"""The best preparation for tomorrow is doing your best today."" Û¥ #HJacksonBrown #Quotes",male
@QuippyRascal they had the shit one too they are brilliant _Ù÷â,male
@ATTCares any way to get the phone shipped faster?,male
@Mark_Brazell5 @AmazingSprtsPic he needs to get healthy and score td's not dance,male
"Candy corn
Egg nog
Pumpkin spiced bullshit 

3 worst things about the Holiday season",male
"I just hope, my dear, that youÛªll remember  you were beautiful  long before he thought so,  and youÛªll be beautiful  for long after he stops",female
@omaraahh_ probably tomorrow lol and might as well ! _Ù÷â,female
New: About the Novels/Social Media Links - Updated with new Blurbs https://t.co/ifkYLf4byu,female
I thought this said driving and I was like same https://t.co/AvPNs9E3ip,female
@bbclaurak It may give Osborne wiggle room and make smoke for some fudgin'?,male
"Tribalists, racists and xenophobes disgusts me immensely.",male
some shit will never be the same and there isn't shit i can do about it.,female
It's 4am and I'm hungry. I shall go back to sleep.,male
All the first year guys' faces today when they realized it was Mealtime Monday and they forgot to bring lunch https://t.co/5NurCLhlmg,female
Insinuating that I'm pushing Tim away when I've spent too many years being naive and trying when I can read the writing on the wall.,male
"happy birthday to my best friend, the person who makes my heart the happiest_Ù_Ñ_ÙÕÑ_Ù÷÷ love you more than life itself_Ù÷ _Ù_ä https://t.co/CYJJViLC8t",female
i have this annoying obsession w karma and i feel like w all the horrible things that i do i have to do extra good things to balance it out,female
@loveandlight12 @1102boomsoon @BazzaMFV @TinaReg1999 @kswans82 I can maybe record and share some of the tracks for a laugh only have on tape,male
"There are memorable people in your life, and there were in your past too.  Today's question helps you remember. https://t.co/JBxpVFwA1f",male
Laying in bed in sweats watching a Christmas movie ignoring all the responsibilities I have oh well,female
@jamielawsonuk has the vibe and sound of @edsheeran but with the heartbreak of @adele. so good.,female
Get on the computer and do what I do best ...,female
when the booty dont taste good  @Callum_Dickson https://t.co/NTTHsXZZaa,male
"@RaychDC I eat chicken. Usually nothing else. Sis is cooking hamburger steak, peas, and mashed taters. Don't eat that mess.",male
@castillloc wtf I'll always see Taylor Swift as 17 and Adele as 30,female
"""One child, one teacher, one book, one pen can change the world."" - Malala Yousafzai #quote",male
"Former UNLV star Christian Wood made the Sixers. His early entry into the NBA Draft wasn't met with all positives, but he made it happen.",male
I dont understand how a passport was issued by the Indian Officials for one of the most wanted criminals since 20 years? #ChotaRajan,female
@ross93taylor hahaha innit. He'll end up nominated every year til he's 80 and then get a Lifetime Achievement award,male
The accuracy though lol  https://t.co/frFforEeLC,female
I loooovvvve being home alone just me and Angelina _Ù_Ñ,female
i put the sad into quesadillias,male
"@Natalia_Lach oh I know, it's not the first time that I drink it ;) I'm just out of most of my reserve bottles of alcohol :P :D",female
"@heirbar @euobs Heerlijk droog: ""(...) with fast wifi and free coffee of course. Google can pay for it.""",male
and hope does not put us to shame becuz Gods love has been poured into our hearts through the Holy Spirit who has been given 2 us Romans 5:5,male
"It's like trying to turn around on a one way street, I can't give you what you want and it's killing me",female
So I now realize that I have to buy me a bag of dum dums and carry a few in my purse,female
hbd to my girl!!! love u sm babe! have the best day_Ù_ä_ÙÕÙ_ÙÕÏ£ @AlissaNegri https://t.co/ksLJdVXaQU,female
Some TV shows stop being good when two of the main characters get into a long term relationship. They should save it for the final season,male
These boys/men(whatever)make me smile all the time and make me proud to be me I love them so much @5SOS _ÙÕ_https://t.co/nTVdsU3fIR via youtube,male
Id like to point out these pics are all freshman and sophomore year,female
"why won't Harry bump into me on the street and ask for my number and take me out for coffee and fall in love with me, what am I doing wrong?",female
Thurs 5 Nov we've got @TheGrahamsMusic for an evening of #live #music &amp; #RiverCottage #food https://t.co/SavbDcNIJb @Dorset_Hour,female
"Oh dear, it's 8:15 and @TalkTalkBizCare 's promise of ""not slowing you down"" is proven to be a lie yet again. My 23Mbps service now 5mbps.",male
"Sunday photo shoot with @shainafishman and nataliemhayes @ New York, New York https://t.co/a6R4rp8PJA",male
I actually don't think these idiots get the joke _Ù÷â_Ù÷â_Ù÷â  https://t.co/WOiE1T8Oyy,male
@mattandkim how about the us?,male
#BrockLesnar and the Undertaker's Bloody End https://t.co/ueoC6osBCc https://t.co/5l4u0Othbg,female
I wonder if me and @jesspay are still getting lit and carving punkins tonight _Ù_Ó,female
"centodieci
@onedirection Artist Of The Year #AMAs",male
@MisterPigz the theory is that while Nicolas is getting eaten Gleen hides under the dumpster and is covered with walker goo,female
"@kaijday Haha, I wouldn't panic. Sheffield United on the other hand should be quaking in their boots.",male
@2005iero See the resemblance https://t.co/QdgaH6c9en,male
I should be cleaning my room and being responsible but my bed and Netflix...,female
@humbug83 thanks Sophie just had a phone call from my mum. He'd had cancer for a few years and we knew he couldn't fight much longer X,male
The Best Looks From Paris Fashion Week: Fall 2015 https://t.co/TkvLzgmFfX via @harpersbazaarus,female
#Dolphins with two of the top 32 WRs https://t.co/AvYBqbwXyJ,male
I'm soooooo horrible in the kitchen.. Lol I will even burn hotdogs,female
".@EL__VY ""Need A Friend"" video directed by Tom Berninger https://t.co/dzIzXzBb66 from ""Return to the Moon"" out Friday on @4AD_Official",male
I'm on everybody case today. Try me and see.,male
Saturday might be a shit day. Man City away and its fucking Halloween,male
@Typical_Lindsay equal parts curious and terrified by that response. _Ù÷â,male
Love coming to work and all the trash cans are over flowing and everything has been left for me to do _Ù÷_,female
"shu, hyaps, wolff, and royale are confusing me w their similar icons and I'm just like ?????? as I scroll my tl now",female
@SamGreenx 3 Jason's and a pint of Stella on the way to Skegness will be just right,male
"@mnw1979 @Tidux My honest expectations for tomorrow are Quantic Dream and Gran Turismo 7 unveilings. See more of Dreams, Horizon, UnchartedÛ_",male
@Snapdeal_Help @1kunalbahl : For the past 1month you guys are giving me justification right? Avi!!!,male
"""@HookHandedDevil: Asking the important questions. Mum of the year 2015-2016. Who should it be?"" YA GIRL CORA MILLS.",female
I have to cook my tea and I actually cannot be bothered why am i not a child anymore I miss when my mum would always cook for me,female
I wish there was a medicine for #fuckboys. They're easily 97% of the male population. All I can do is make sure I don't turn into one ever.,male
#HNIC  #KondoByJaymOnI The Impudence of Rabiu Kwakwanso and his Fulani brothers - byÛ_ https://t.co/1C9HYcOftL #Anticipate on @FoshoENT_Radio,male
Insert a magnet into your drinking water to help detox and cleanse your body.  As if taken from the mountain... https://t.co/IeA6S4Dtco,female
@CiBabs I lived the indestructible Nokia phone life for ages. :D,female
"When u sitting With mum and the nudes drop 
_Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_",male
@renlianne that'd just be so awesome! And I have the China collection already started,female
mine and galas FaceTime call literally consists of crying over zoÌÇ and discussing our M&amp;G experiences and crying over them....,female
#HalloweenSchmovies Porgy and Beast,female
"Happy amazing B-day to one and only gorgeous @therealjpickjr &lt;3 thanks for your acting, Chief",female
Remember when joey took the L when he made that lil b diss track,male
"""Came into the game when white rappers weren't a cliche""

@classified spittin' that truth",male
"If @KianLawley is the quarterback, I'm definitely the wide receiver _Ù÷÷_Ù÷÷ #KNJTAKEOVERMONTH #FootballPlayersInPublic https://t.co/iKMhSJ8V2B",female
Damn I wish I was at the BOB presser today,male
@juicetruck does this mean sitting is off the hook? ;),female
"Shelvey was the classic at the start of the season but not enough talent, not enough brains in defence. https://t.co/B6SQ6zWiXh",male
@MAD_Hippies As expected it is running a month late and won't be done until Thanksgiving.,male
Amazing: See Igbo Village In The United States Of America: There is an amazing-looking IgboÛ_ https://t.co/hhIcLNvkjt,male
Number crunching for the past day - 2 new followers and 2 unfollowers. Stats via https://t.co/R926SjkCin,female
"EVERYDAYDAYILOVEYOU Forevermore
Weep with the heroineÛªs desperation.

#PushAwardsLizQuens",female
"List me some top songs at the moment _ÙÔÎ_ÙÈ_Ù_¤_Ù_¤

Getting a fresh playlist together!! 
ÑüÑüÑüÑüÑüÑüÑüÑüÑüÑü",male
"The Walking Dead be having me like ""How the hell did that when..."" ""Where did those Zombies come from""",male
You bless the others so God will bless you a hundred folds.,female
when does the gradebook close??,female
"The good old days, eh @tammet04 https://t.co/PrNkf6awdg",female
"Per Texas Tech, there will be a pregame moment of silence for the 4 who were killed in Stillwater. Also, possibly a video as well

#OSU",male
@mcknzddsn w8 till next year u get to wear them on ur face for 3 hours straight and u fail if u take them off,male
Best decision Texas Tech ever made was not going out and ªÈü just getting some guy just bc he had 10yrs of coaching..but instead hiring Kliff,male
"@stacEightTweets @ProudTXPatriot @NorthSTLCounty @elowery30 @tiarrabanks1 

Who's got a copy of the link?
Copy and paste link in report.",female
@Jack_Septic_Eye You're always welcome and hope for best wishes and good luck for 8 minion subscribers!!! :D XD - @SuperAlexGaming &amp; Debbie,male
"it's like the girl on the train today...Her mom or who was it was like:""you are on this train for 5 hours,could have learned at least 15&gt;",male
@ArtbyWendyKlein the cosmos we are the cosmos it's in are Eyes @falloutfactory https://t.co/XBtVonlsu8,male
I just saw a hoe who's name was Petty Labelle. I bet she thought she was a genius when typed that in the username bar,male
"@Z100NewYork please let me attend the future now vip party tonight i love demi and nick #Z100FutureNow 
_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ_ÙÕÑ x122",female
"Check out the largest pink diamond to ever be auctioned, price tag starts at å£15m https://t.co/ckkNl3krdv",male
"@carltonreid Looks like 'no fines' concrete, which clogs up when sand and other debris washes in. No easy way to get it out either.",male
"Spinnin' rules the scene _ÙÕ»_Ù_¦ 
Let's spin more guysssss _ÙªÎ_ÙªÎ_ÙªÎ https://t.co/NW4I8OXzfg",male
"@rcxas excuse you !!  Yata would annihilate Sukuna, with or without the damn monkey's help!! Lol",female
things you never hearåÊabout the signs - koi-strology: Aries: They doubt themselves. They need reassurance... https://t.co/FHxvCIP5Wr,female
@Westin I'd love to have a robe waiting in my room when I arrive at the Atlanta Airport location tonight. And maybe a cookie _Ù»_ÙÔÎ_Ù_,male
"@dj_lizkhalifa they like to burst onto the scene. Was similar in forming men's team. Kaka, brek Shea and a combo of young upcoming stars",male
I look back at the weekend and I'm like oh my gosh never again.,female
Still looking for the free bar https://t.co/WiQ3VaW7js,male
#Z100FutureNow pick me bc I'm broke and want to meet Demi and Nick,female
My hair is so soft... I really just want someone to play with it while I lay here and study!,female
Good Afternoon Wonderful Friends - From Paul and Turk at Forest Park!  Have a Fantastic Day! https://t.co/Xr37XmqVIi,male
@roshalay that was an episode of Vikings and I love dramas and movies,male
"I don't care what anyone says, the first Hangover will be the funniest one of the three",female
James Bond premier night at the @Everymancinema in Oxted with @SidiEdey. Let's hope it lives up to expectation! #SPECTRE,male
"Growing and engaging with the right tweeps - gained 2 new followers in the past day, courtesy https://t.co/hBJIO49n0l",male
"I'm 6""2 with a beard I cry over TV shows and what I'll still brick ya whole family",male
It go down in the dm,male
Adele is the only person on the planet that understands,female
I will forever prefer simple and elegant,female
#Chinese and #thebirdcage with my mam and lil sis @Siviltonthe3rd #GalsNightIn #bankholiday ª´ (:,female
So proud of these ladies for honoring and remembering Jerry and Robin at the #Spartan2015Race @SpartanRace https://t.co/VpiPqmID19,female
Skulking about with a gin and tonic _Ùü @SanB5_2,male
"Get 20,000 views 10,000 Streams and 2,000 downloads make your #DATPIFF mixtape standout in 12-20 days https://t.co/ogTt85z3jH",male
@lainey_temple @brittbritt110 next time we fuck I don't wanna just fuck I wanna love... Sorry I had to be the guy and make it sexual,male
@loadedradio and pal @scottpenfold get a shout-out on my latest #podcast with @TheRoadHeavy  https://t.co/tiL68CPa1X,male
In the old days they'd drop nitroglycerin in the wells to dupe investors..... https://t.co/yqKhmlx1gg,female
@Thomo_Grant same situation with how many times the big clubs play each other twice. #_ÙÕµ,male
"I constantly search the radio for hello, hotline bling and die a happy man.",female
